Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Term Source REF	Characteristics [OrganismPart]	Term Source REF	Characteristics [GrowthCondition]	Characteristics [Organism]	Term Source REF	Characteristics [StrainOrLine]	Characteristics [OrganismPart]	Term Source REF	Characteristics [BioSourceType]	Characteristics [BioSourceProvider]	Characteristics [DevelopmentalStage]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Factor Value [Time]	Unit [TimeUnit]	Factor Value [StrainOrLine]	Factor Value [GrowthCondition]	Factor Value [OrganismPart]	Term Source REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
3773_3758_3794	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3773_3758_3794	P-TABM-3834	3773_3758_3794	total_RNA	The MGED Ontology	3773_3758_3794_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	722_0150_Burt_721_spleenpool6	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	infected with MDV	spleen	NCI_thesaurus	722_0150_Burt_721_spleenpool6	722_0150_Burt_721_spleenpool6.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3773_3758_3794	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3773_3758_3794	P-TABM-3834	3773_3758_3794	total_RNA	The MGED Ontology	3773_3758_3794_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	826_0150_Burt_812_thymuspool6	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	826_0150_Burt_812_thymuspool6	826_0150_Burt_812_thymuspool6.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3762_3790_3798	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3762_3790_3798	P-TABM-3834	3762_3790_3798	total_RNA	The MGED Ontology	3762_3790_3798_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	728_0150_Burt_727_spleenpool18	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	infected with MDV	spleen	NCI_thesaurus	728_0150_Burt_727_spleenpool18	728_0150_Burt_727_spleenpool18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3353_3375_3372	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3353_3375_3372	P-TABM-3834	3353_3375_3372	total_RNA	The MGED Ontology	3353_3375_3372_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	737_0150_Burt_736_spleenpool36	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	737_0150_Burt_736_spleenpool36	737_0150_Burt_736_spleenpool36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3362_3374_3379	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3362_3374_3379	P-TABM-3834	3362_3374_3379	total_RNA	The MGED Ontology	3362_3374_3379_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	733_0150_Burt_732_spleenpool28	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	733_0150_Burt_732_spleenpool28	733_0150_Burt_732_spleenpool28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3356_3383_3350	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3356_3383_3350	P-TABM-3834	3356_3383_3350	total_RNA	The MGED Ontology	3356_3383_3350_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	783_0150_Burt_699_spleenpool29	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	783_0150_Burt_699_spleenpool29	783_0150_Burt_699_spleenpool29.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3754_3753_3795	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3754_3753_3795	P-TABM-3834	3754_3753_3795	total_RNA	The MGED Ontology	3754_3753_3795_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	849_0150_Burt_781_thymuspool15	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	thymus	NCI_thesaurus	849_0150_Burt_781_thymuspool15	849_0150_Burt_781_thymuspool15.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3765_3766_3761	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3765_3766_3761	P-TABM-3834	3765_3766_3761	total_RNA	The MGED Ontology	3765_3766_3761_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	845_0150_Burt_777_thymuspool7	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	control	thymus	NCI_thesaurus	845_0150_Burt_777_thymuspool7	845_0150_Burt_777_thymuspool7.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3752_3757_3769	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3752_3757_3769	P-TABM-3834	3752_3757_3769	total_RNA	The MGED Ontology	3752_3757_3769_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	774_0150_Burt_690_spleenpool11	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	infected with MDV	spleen	NCI_thesaurus	774_0150_Burt_690_spleenpool11	774_0150_Burt_690_spleenpool11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

																																														

